"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2045","TC-021: Add task - repeat day requires selection @smoke @add-task @repeat-task @TC-021","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1668","TC-011.2: Add task - valid name with defaults @smoke @add-task @view-list @user2 @TC-011","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2317","TC-010:	Add task - empty task name not allowed @smoke @add-task @TC-010","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1418","TC-008: Current Week Button - from Previous Week @smoke @week @week-nav @TC-008","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","2941","TC-015: Add task - non-default owner @smoke @add-task @view-list @TC-015","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1798","TC-009: Current Week Button - from Next Week @smoke @week @week-nav @TC-009","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","3788","TC-003: Week Label - Previous Week @smoke @week @week-label @TC-003","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1598","TC-014: Add task - task name contains emojis @smoke @add-task @view-list @TC-014","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1591","TC-016.Tada: Add task - non-default priority level @smoke @add-task @view-list @priority @TC-016","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1304","TC-007: Next Week Button - All week navigation buttons enabled @smoke @week @week-nav @TC-007","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1559","TC-011.1: Add task - valid name with defaults @smoke @add-task @view-list @user1 @TC-011","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2256","TC-014: Add task - task name contains emojis @smoke @add-task @view-list @TC-014","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1726","TC-006: Previous Week Button - All week navigation buttons enabled @smoke @week @week-nav @TC-006","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","2359","TC-011.1: Add task - valid name with defaults @smoke @add-task @view-list @user1 @TC-011","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1671","TC-007: Next Week Button - All week navigation buttons enabled @smoke @week @week-nav @TC-007","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1438","TC-009: Current Week Button - from Next Week @smoke @week @week-nav @TC-009","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","536","TC-001: Title @smoke @header @TC-001","webkit","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1528","TC-018: Add task - repeat task count must not exceed maximum @smoke @add-task @repeat-task @TC-018","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2072","TC-018: Add task - repeat task count must not exceed maximum @smoke @add-task @repeat-task @TC-018","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","2147","TC-012: Add task - task name exceeds max character limit @smoke @add-task @view-list @TC-012","webkit","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1685","TC-017: Add task - repeat task count @smoke @add-task @view-list @TC-017","chromium","2026-07-29","passed","2026-07-29","","add-task.test.js","",""
"","1301","TC-004: Week Label - Next Week @smoke @week @week-label @TC-004","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
"","1322","TC-006: Previous Week Button - All week navigation buttons enabled @smoke @week @week-nav @TC-006","chromium","2026-07-29","passed","2026-07-29","","home-header-nav.test.js","",""
