"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2399","TC-020: Add task - repeat every other day","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1371","TC-009: Current Week Button - from Next Week","chromium","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1206","TC-004: Week Label - Next Week","chromium","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1380","TC-013: Add task - task name contains special characters","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","2620","TC-019: Add task - repeat every day","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1236","TC-006: Previous Week Button - All week navigation buttons enabled","chromium","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1653","TC-008: Current Week Button - from Previous Week","webkit","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1932","TC-014: Add task - task name contains emojis","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","2135","TC-018: Add task - repeat task count must not exceed maximum","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1954","TC-021: Add task - repeat day requires selection","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","407","TC-002: Week Label - Default","chromium","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1472","TC-017: Add task - repeat task count","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","2113","TC-011.2: Add task - valid name with defaults","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1562","TC-003: Week Label - Previous Week","webkit","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1665","TC-009: Current Week Button - from Next Week","webkit","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1401","TC-007: Next Week Button - All week navigation buttons enabled","chromium","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1392","TC-016.Love It: Add task - non-default priority level","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1360","TC-012: Add task - task name exceeds max character limit","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1370","TC-015: Add task - non-default owner","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1371","TC-016.Tada: Add task - non-default priority level","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1366","TC-021: Add task - repeat day requires selection","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1397","TC-011.1: Add task - valid name with defaults","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1189","TC-003: Week Label - Previous Week","chromium","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1452","TC-008: Current Week Button - from Previous Week","chromium","2026-08-10","passed","2026-08-10","","home-header-nav.test.js","",""
"","1555","TC-010:	Add task - empty task name not allowed","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","1389","TC-011.2: Add task - valid name with defaults","chromium","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
"","5201","TC-010:	Add task - empty task name not allowed","webkit","2026-08-10","passed","2026-08-10","","add-task.test.js","",""
