"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2207","TC-018: Add task - repeat task count must not exceed maximum","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","524","TC-005: Current Week Button - Default State","chromium","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","2270","TC-014: Add task - task name contains emojis","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","2110","TC-021: Add task - repeat day requires selection","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","2538","TC-017: Add task - repeat task count","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","592","TC-001: Title","webkit","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","1486","TC-021: Add task - repeat day requires selection","chromium","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","515","TC-002: Week Label - Default","chromium","2026-07-31","passed","2026-07-31","","home-header-nav.test.js","",""
"","2300","TC-013: Add task - task name contains special characters","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
"","2186","TC-016.Tada: Add task - non-default priority level","webkit","2026-07-31","passed","2026-07-31","","add-task.test.js","",""
